Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Mass code,Prey mass (mg),Prey mass source code,Prey mass regression code,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1
311,Gitonga et al 2002 BIO CONTROL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius albidipennis,Adult (24-48h old),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,,Megalurothrips sjostedti,Adult,2.0,Mean,N,24,25.0,,1,?,3.00E+01,3.66E-01,Average genus mass,4,7.49E-02,Alternate order length,1,m^2.5 per pred per day,311,200,0.81,-8.98,1.92E-04,1.48E-04,2.55E-04,1.23E-01,9.56E-02,1.53E-01,
312,Gitonga et al 2002 BIO CONTROL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius albidipennis,Adult (24-48h old),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,,Megalurothrips sjostedti,Adult,2.0,Mean,N,24,28.0,,1,?,3.00E+01,3.66E-01,Average genus mass,4,7.49E-02,Alternate order length,1,m^2.5 per pred per day,312,200,0.78,-6.88,2.30E-04,1.75E-04,3.19E-04,1.23E-01,1.03E-01,1.45E-01,
313,Poletti et al 2007 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Neoseiulus californicus,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Eggs,2.0,Mean,N,12,25.0,,1,7.07E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,313,200,0.04,607.38,1.65E-02,1.16E-02,5.80E-02,2.71E-02,1.39E-08,8.67E-02,Arena sprayed with distilled water
314,Poletti et al 2007 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Neoseiulus californicus,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Eggs,2.0,Mean,N,12,25.0,,1,7.07E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,314,200,0.01,620.56,3.39E-02,1.05E-02,5.01E-01,7.99E-02,4.79E-07,1.20E-01,Arena sprayed with Acetamiprid insecticide
315,Poletti et al 2007 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Neoseiulus californicus,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Eggs,2.0,Mean,N,12,25.0,,1,7.07E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,315,200,0.11,562.78,2.95E-03,2.46E-03,3.60E-03,1.09E-07,6.83E-09,2.39E-02,Arena sprayed with Imidacloprid insecticide
316,Poletti et al 2007 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Neoseiulus californicus,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Eggs,2.0,Mean,N,12,25.0,,1,7.07E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,316,200,0.09,603.13,2.09E-03,1.78E-03,2.39E-03,5.96E-08,3.43E-09,1.46E-07,Arena sprayed with Thiamethoxam insecticide
317,Poletti et al 2007 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Phytoseiulus macropilis,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Eggs,2.0,Mean,N,12,25.0,,1,7.07E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,317,200,0.13,824.25,3.28E-03,2.95E-03,3.68E-03,1.48E-09,1.03E-09,2.45E-08,Arena sprayed with distilled water
318,Poletti et al 2007 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Phytoseiulus macropilis,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Eggs,2.0,Mean,N,12,25.0,,1,7.07E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,318,200,0.13,461.22,9.21E-04,8.54E-04,9.87E-04,6.72E-09,3.03E-09,4.81E-08,Arena sprayed with Acetamiprid insecticide
319,Poletti et al 2007 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Phytoseiulus macropilis,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Eggs,2.0,Mean,N,12,25.0,,1,7.07E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,319,200,0.04,372.52,3.37E-04,2.85E-04,3.93E-04,1.18E-07,2.61E-08,3.05E-07,Arena sprayed with Imidacloprid insecticide
320,Poletti et al 2007 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Phytoseiulus macropilis,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Eggs,2.0,Mean,N,12,25.0,,1,7.07E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,320,200,0.05,745.30,1.16E-03,1.00E-03,1.32E-03,3.52E-08,3.27E-09,6.74E-08,Arena sprayed with Thiamethoxam insecticide
321,Opit et al 1997 CAN ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Feltiella acarisuga,Larva,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Adult male,2.0,Mean,Y,24,27.0,,1,2.00E+00,,1.70E-01,Alternate species length,1,6.66E-02,Alternate species length,Class,m^2 per pred per day,321,200,0.06,150.69,2.20E-03,1.78E-03,2.66E-03,4.55E-09,2.22E-09,3.74E-08,
322,Opit et al 1997 CAN ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Feltiella acarisuga,Larva,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Adult female,2.0,Mean,Y,24,27.0,,1,2.00E+00,,1.70E-01,Alternate species length,1,7.03E-02,Alternate species length,3,m^2 per pred per day,322,200,0.02,110.01,7.85E-04,5.52E-04,1.07E-03,9.65E-08,9.15E-09,9.84E-03,
323,Koveos & Broufas 2000 EXP APL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Euseius finlandicus,Adult female (6d old),3.0,Metazoan,Invertebrate,Arachnid,Mite,European red mite,Panonychus ulmi,Adult female,2.0,Mean,Y,24,25.0,,1,2.00E+00,,6.13E-02,Alternate order mass,1,2.53E-02,Alternate species length,1,m^2 per pred per day,323,200,0.06,-25.65,4.37E-05,3.59E-05,5.15E-05,2.26E-07,8.72E-08,4.69E-07,Apple leaf arena
324,Koveos & Broufas 2000 EXP APL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Euseius finlandicus,Adult female (6d old),3.0,Metazoan,Invertebrate,Arachnid,Mite,European red mite,Panonychus ulmi,Adult female,2.0,Mean,Y,24,25.0,,1,2.00E+00,,6.13E-02,Alternate order mass,1,2.53E-02,Alternate species length,1,m^2 per pred per day,324,200,0.09,-8.47,8.14E-05,6.97E-05,9.37E-05,1.44E-07,7.06E-08,2.86E-07,Peach leaf arena
325,Koveos & Broufas 2000 EXP APL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius andersoni,Adult female (6d old),3.0,Metazoan,Invertebrate,Arachnid,Mite,European red mite,Panonychus ulmi,Adult female,2.0,Mean,Y,24,25.0,,1,2.00E+00,,6.13E-02,Alternate order mass,1,2.53E-02,Alternate species length,1,m^2 per pred per day,325,200,0.11,-8.20,9.67E-05,8.74E-05,1.06E-04,1.60E-07,1.07E-08,2.35E-07,Apple leaf arena
326,Koveos & Broufas 2000 EXP APL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius andersoni,Adult female (6d old),3.0,Metazoan,Invertebrate,Arachnid,Mite,European red mite,Panonychus ulmi,Adult female,2.0,Mean,Y,24,25.0,,1,2.00E+00,,6.13E-02,Alternate order mass,1,2.53E-02,Alternate species length,1,m^2 per pred per day,326,200,0.08,-14.32,6.54E-05,5.57E-05,7.31E-05,1.93E-07,5.92E-08,2.98E-07,Peach leaf arena
327,Koveos & Broufas 2000 EXP APL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Euseius finlandicus,Adult female (6d old),3.0,Metazoan,Invertebrate,Arachnid,Mite,European red mite,Panonychus ulmi,Larva (newly hatched),2.0,Mean,Y,24,25.0,,1,2.00E+00,,6.13E-02,Alternate order mass,1,3.58E-03,Alternate species length,2,m^2 per pred per day,327,200,0.05,46.85,3.43E-04,2.78E-04,4.14E-04,3.48E-08,1.32E-08,1.97E-07,Apple leaf arena
328,Koveos & Broufas 2000 EXP APL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Euseius finlandicus,Adult female (6d old),3.0,Metazoan,Invertebrate,Arachnid,Mite,European red mite,Panonychus ulmi,Larva (newly hatched),2.0,Mean,Y,24,25.0,,1,2.00E+00,,6.13E-02,Alternate order mass,1,3.58E-03,Alternate species length,2,m^2 per pred per day,328,200,0.05,44.34,3.84E-04,3.29E-04,4.41E-04,1.98E-08,1.16E-08,2.21E-07,Peach leaf arena
329,Koveos & Broufas 2000 EXP APL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius andersoni,Adult female (6d old),3.0,Metazoan,Invertebrate,Arachnid,Mite,European red mite,Panonychus ulmi,Larva (newly hatched),2.0,Mean,Y,24,25.0,,1,2.00E+00,,6.13E-02,Alternate order mass,1,3.58E-03,Alternate species length,2,m^2 per pred per day,329,200,0.04,46.96,3.00E-04,2.43E-04,3.61E-04,3.59E-08,1.08E-08,2.14E-07,Apple leaf arena
330,Koveos & Broufas 2000 EXP APL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius andersoni,Adult female (6d old),3.0,Metazoan,Invertebrate,Arachnid,Mite,European red mite,Panonychus ulmi,Larva (newly hatched),2.0,Mean,Y,24,25.0,,1,2.00E+00,,6.13E-02,Alternate order mass,1,3.58E-03,Alternate species length,2,m^2 per pred per day,330,200,0.04,43.88,3.38E-04,2.94E-04,3.84E-04,1.93E-08,1.13E-08,2.60E-07,Peach leaf arena
331,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,1st instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,Adult,2.0,Raw data,N,,25.0,,1,2.50E+01,,1.19E+00,% adult mass,3,1.81E-02,Alternate species length,2,m^2 per pred per day,331,200,0.03,-10.82,7.83E-04,2.00E-04,5.79E-03,1.17E+00,5.49E-02,2.88E+00,
332,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,3rd instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,Adult,2.0,Raw data,N,,25.0,,1,2.50E+01,,4.98E+01,% adult mass,4,1.81E-02,Alternate species length,2,m^2 per pred per day,332,200,0.31,67.36,1.86E-03,9.20E-04,3.67E-03,6.99E-02,1.53E-02,1.04E-01,
333,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,5th instar (early),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,Adult,2.0,Raw data,N,,25.0,,1,2.50E+01,,,,,1.81E-02,Alternate species length,2,m^2 per pred per day,333,200,0.26,82.39,3.14E-03,1.31E-03,8.83E-03,4.06E-02,1.78E-08,6.91E-02,
334,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,Adult female,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,Adult,2.0,Raw data,N,,25.0,,1,2.50E+01,,2.45E+02,Alternate species mass,1,1.81E-02,Alternate species length,2,m^2 per pred per day,334,200,0.39,93.45,2.52E-03,1.32E-03,7.37E-03,1.90E-02,4.82E-09,4.74E-02,
335,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,1st instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,25.0,,1,2.50E+01,,1.19E+00,% adult mass,3,1.07E-02,Alternate species length,1,m^2 per pred per day,335,200,0.47,38.79,7.58E-04,4.31E-04,1.40E-03,1.10E-01,8.60E-08,1.90E-01,
336,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,3rd instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,25.0,,1,2.50E+01,,4.98E+01,% adult mass,4,1.07E-02,Alternate species length,1,m^2 per pred per day,336,200,0.14,132.57,7.25E-03,4.34E-03,1.61E-02,5.77E-02,4.59E-02,7.24E-02,
337,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,5th instar (early),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,25.0,,1,2.50E+01,,,,,1.07E-02,Alternate species length,1,m^2 per pred per day,337,200,0.40,236.68,2.95E-03,2.11E-03,4.20E-03,1.09E-02,7.47E-03,1.46E-02,
338,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,5th instar (late),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,25.0,,1,2.50E+01,,,,,1.07E-02,Alternate species length,1,m^2 per pred per day,338,200,0.12,107.11,2.93E-03,6.49E-04,1.48E-02,6.03E-02,3.23E-02,8.75E-02,
339,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,Adult male,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,25.0,,1,2.50E+01,,1.84E+02,Alternate species mass,2,1.07E-02,Alternate species length,1,m^2 per pred per day,339,200,0.32,215.68,3.19E-03,1.86E-03,7.30E-03,1.61E-02,7.03E-03,2.51E-02,
340,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,Adult female,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,25.0,,1,2.50E+01,,2.45E+02,Alternate species mass,1,1.07E-02,Alternate species length,1,m^2 per pred per day,340,200,0.29,89.92,2.61E-03,1.35E-03,6.15E-03,4.28E-02,2.31E-02,6.32E-02,
341,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,1st instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,15.0,,1,2.50E+01,,1.19E+00,% adult mass,3,1.07E-02,Alternate species length,1,m^2 per pred per day,341,200,0.13,21.95,1.22E-03,6.21E-04,3.73E-03,3.56E-01,2.52E-01,4.84E-01,
342,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,1st instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,20.0,,1,2.50E+01,,1.19E+00,% adult mass,3,1.07E-02,Alternate species length,1,m^2 per pred per day,342,200,0.25,24.90,1.73E-03,8.71E-04,4.82E-03,1.83E-01,1.12E-01,2.74E-01,
343,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,1st instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,30.0,,1,2.50E+01,,1.19E+00,% adult mass,3,1.07E-02,Alternate species length,1,m^2 per pred per day,343,200,0.16,36.93,2.79E-03,1.49E-03,7.17E-03,2.30E-01,1.75E-01,2.97E-01,
344,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,3rd instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,15.0,,1,2.50E+01,,4.98E+01,% adult mass,4,1.07E-02,Alternate species length,1,m^2 per pred per day,344,200,0.47,75.99,5.03E-04,3.11E-04,1.21E-03,4.62E-02,7.48E-08,1.16E-01,
345,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,3rd instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,20.0,,1,2.50E+01,,4.98E+01,% adult mass,4,1.07E-02,Alternate species length,1,m^2 per pred per day,345,200,0.16,119.13,3.07E-03,1.44E-03,1.19E-02,8.50E-02,4.99E-02,1.23E-01,
346,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,3rd instar,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,30.0,,1,2.50E+01,,4.98E+01,% adult mass,4,1.07E-02,Alternate species length,1,m^2 per pred per day,346,200,0.37,168.88,1.28E-03,8.41E-04,2.11E-03,1.48E-02,1.93E-09,3.89E-02,
347,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,5th instar (early),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,15.0,,1,2.50E+01,,,,,1.07E-02,Alternate species length,1,m^2 per pred per day,347,200,0.17,133.64,2.78E-03,1.55E-03,9.31E-03,6.41E-02,5.24E-02,7.92E-02,
348,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,5th instar (early),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,20.0,,1,2.50E+01,,,,,1.07E-02,Alternate species length,1,m^2 per pred per day,348,200,0.28,220.99,1.44E-03,5.79E-04,2.96E-03,2.11E-02,9.45E-09,3.48E-02,
349,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,5th instar (early),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,30.0,,1,2.50E+01,,,,,1.07E-02,Alternate species length,1,m^2 per pred per day,349,200,0.36,265.04,1.54E-03,7.82E-04,3.80E-03,1.07E-02,5.48E-09,2.02E-02,
350,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,Adult female,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,15.0,,1,2.50E+01,,2.45E+02,Alternate species mass,1,1.07E-02,Alternate species length,1,m^2 per pred per day,350,200,0.18,133.04,2.78E-03,1.48E-03,9.68E-03,6.30E-02,5.23E-02,8.08E-02,
351,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,Adult female,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,20.0,,1,2.50E+01,,2.45E+02,Alternate species mass,1,1.07E-02,Alternate species length,1,m^2 per pred per day,351,200,0.30,212.35,1.29E-03,5.45E-04,2.94E-03,2.19E-02,9.56E-08,3.77E-02,
352,Nagai & Yano 2000 APPL ENTOMOL ZOOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius sauteri,Adult female,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Melon thrip,Thrips palmi,2nd instar,2.0,Raw data,N,,30.0,,1,2.50E+01,,2.45E+02,Alternate species mass,1,1.07E-02,Alternate species length,1,m^2 per pred per day,352,200,0.45,246.51,1.29E-03,8.06E-04,2.31E-03,8.51E-03,7.45E-09,1.98E-02,
353,Elliott 2003 FRESH BIOL,Predator,2.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Perlodes microcephalus,Larva,,Metazoan,Invertebrate,Insect,Ephemeroptera,Mayfly,Baetis rhodani,Mature larva,,Mean,Y,72,6.0,,1,8.00E+02,m,1.04E+02,Original length,1,9.77E+00,Original length,1,m^2 per pred per day,353,200,0.19,1028.66,3.35E-01,1.66E-01,5.54E-01,1.90E-03,6.69E-04,2.79E-03,
354,Elliott 2003 FRESH BIOL,Predator,2.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Perlodes microcephalus,Larva,,Metazoan,Invertebrate,Insect,Diptera,,Chironomus sp,Larva,,Mean,Y,72,6.0,,1,8.00E+02,d,1.04E+02,Original length,1,4.33E-01,Original length,4,m^2 per pred per day,354,200,0.23,1045.29,2.66E-01,1.62E-01,4.77E-01,1.13E-03,5.16E-10,2.15E-03,
355,Elliott 2003 FRESH BIOL,Predator,2.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Isoperla grammatica,Larva,,Metazoan,Invertebrate,Insect,Ephemeroptera,,Baetis rhodani,Mature larva,,Mean,Y,72,6.7,,1,8.00E+02,,4.23E+01,Original length,1,9.77E+00,Original length,1,m^2 per pred per day,355,200,0.12,972.90,1.70E-01,8.79E-02,4.64E-01,2.77E-03,5.59E-09,5.99E-03,
356,Elliott 2003 FRESH BIOL,Predator,2.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Isoperla grammatica,Larva,,Metazoan,Invertebrate,Insect,Diptera,,Chironomus sp,Larva,,Mean,Y,72,6.7,,1,8.00E+02,,4.23E+01,Original length,1,4.33E-01,Original length,4,m^2 per pred per day,356,200,0.12,1061.97,1.62E-01,1.16E-01,5.19E-01,9.40E-04,6.34E-10,4.18E-03,
357,Elliott 2003 FRESH BIOL,Predator,2.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Dinocras cephalotes,Larva,,Metazoan,Invertebrate,Insect,Ephemeroptera,,Baetis rhodani,Mature larva,,Mean,Y,72,6.0,,1,8.00E+02,,1.10E+02,Original length,1,9.77E+00,Original length,1,m^2 per pred per day,357,200,0.11,1058.92,2.42E-01,1.14E-01,7.76E-01,1.98E-03,2.44E-09,4.81E-03,
358,Elliott 2003 FRESH BIOL,Predator,2.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Dinocras cephalotes,Larva,,Metazoan,Invertebrate,Insect,Diptera,,Chironomus sp,Larva,,Mean,Y,72,6.0,,1,8.00E+02,,1.10E+02,Original length,1,4.33E-01,Original length,4,m^2 per pred per day,358,200,0.17,1041.80,2.28E-01,1.29E-01,3.97E-01,1.45E-03,9.60E-09,2.75E-03,
359,Elliott 2003 FRESH BIOL,Predator,2.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Perla bipunctata,Larva,,Metazoan,Invertebrate,Insect,Ephemeroptera,,Baetis rhodani,Mature larva,,Mean,Y,72,6.0,,1,8.00E+02,,1.10E+02,Original length,1,9.77E+00,Original length,1,m^2 per pred per day,359,200,0.09,1033.86,2.63E-01,1.18E-01,1.09E+00,2.47E-03,6.26E-09,5.37E-03,
360,Elliott 2003 FRESH BIOL,Predator,2.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Perla bipunctata,Larva,,Metazoan,Invertebrate,Insect,Diptera,,Chironomus sp,Larva,,Mean,Y,72,6.0,,1,8.00E+02,,1.10E+02,Original length,1,4.33E-01,Original length,4,m^2 per pred per day,360,200,0.14,1069.30,1.94E-01,1.25E-01,4.50E-01,1.17E-03,1.68E-09,3.45E-03,
361,Cedola et al 2001 EXP APPL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Neoseiulus californicus,Protonymph,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Egg <36h old,2.0,Mean,N,24,26.0,,1,6.25E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,361,200,0.62,-12.47,1.75E-04,1.32E-04,2.31E-04,2.07E-01,1.79E-01,2.35E-01,Parador tomato (24+/-4.8 hairs/20mm2
362,Cedola et al 2001 EXP APPL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Neoseiulus californicus,Deutonymph,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Egg,2.0,Mean,N,24,26.0,,1,6.25E+00,,6.13E-02,Alternate order mass,1,2.11E-03,Alternate species length,2,m^2 per pred per day,362,200,0.37,12.98,4.57E-04,3.70E-04,5.91E-04,2.39E-01,2.21E-01,2.62E-01,Parador tomato (24+/-4.8 hairs/20mm2
363,Cedola et al 2001 EXP APPL ACAR,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Neoseiulus californicus,Adult female,3.0,Metazoan,Invertebrate,Arachnid,Mite,Red spider mite,Tetranychus urticae,Adult female (newly molted),2.0,Mean,N,24,26.0,,1,6.25E+00,,6.13E-02,Alternate order mass,1,7.03E-02,Alternate species length,3,m^2 per pred per day,363,200,0.85,-46.61,1.39E-04,1.15E-04,1.67E-04,1.55E-01,1.31E-01,1.79E-01,Parador tomato (24+/-4.8 hairs/20mm2
